id,in_reply_to_user_id,text,created_at,author_id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,referenced_tweets/0/id,referenced_tweets/0/type,entities/urls/0/entities/start,entities/urls/0/entities/end,entities/urls/0/entities/url,entities/urls/0/entities/expanded_url,entities/urls/0/entities/display_url,entities/mentions/0/entities/start,entities/mentions/0/entities/end,entities/mentions/0/entities/username,entities/mentions/0/entities/id,entities/hashtags/0/entities/start,entities/hashtags/0/entities/end,entities/hashtags/0/entities/tag,entities/urls/0/entities/images/0/entities/url,entities/urls/0/entities/images/0/entities/width,entities/urls/0/entities/images/0/entities/height,entities/urls/0/entities/status,entities/urls/0/entities/title,entities/urls/0/entities/description,entities/urls/0/entities/unwound_url,entities/cashtags/0/entities/start,entities/cashtags/0/entities/end,entities/cashtags/0/entities/tag
1476956077006622721,,"""Di dunia ini hanya ada 2 jenis orang, yaitu yg mempunyai kekuatan untuk menguasai dan yg dikuasai."" (Jinsuke ~ gamaran)",2021-12-31T16:39:03.000Z,1627461912,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476941898950447104,,anime akan menguasai dunia https://t.co/Q9RqurZknm,2021-12-31T15:42:43.000Z,1359918565705408514,0,0,0,0,1.4769248612681196e+18,quoted,27.0,50.0,https://t.co/Q9RqurZknm,https://twitter.com/animefess_/status/1476924861268119556,twitter.com/animefess_/sta…,,,,,,,,,,,,,,,,,
1476941201504804867,1.0576046449966735e+18,"@OceanRemnant Sabar ya, cing 🐈 akan ada waktu dimana kucing akan menguasai dunia lagi",2021-12-31T15:39:57.000Z,1271030834565279744,0,1,1,0,1.4769410304191406e+18,replied_to,,,,,,0.0,13.0,OceanRemnant,1.0576046449966735e+18,,,,,,,,,,,,,
1476938594086309895,,"Gelap 
begitu yang dunia rasakan/ ketika takbir jahiliyyah menguasai lapis demi lapis kehidupan.

Narasi dari Mursyida mengawali acara 
#IndonesiaBangkitBersamaAlQuran

Live Report 
31 Desember 2021
Jakarta AQL Islamic Center https://t.co/2b4CSGeWAu",2021-12-31T15:29:35.000Z,132020500,1,0,2,0,,,226.0,249.0,https://t.co/2b4CSGeWAu,https://twitter.com/AQLIslamiCenter/status/1476938594086309895/photo/1,pic.twitter.com/2b4CSGeWAu,,,,,136.0,167.0,IndonesiaBangkitBersamaAlQuran,,,,,,,,,,
1476931978804957199,,"Siapa yang nanya mulu kemarin treasure kapan comeback. Nih liat, bangun all TREASURE akan kembali menguasai dunia. https://t.co/XewWBEdbtB",2021-12-31T15:03:18.000Z,782818397616680960,0,2,0,0,1.4769311967476165e+18,quoted,115.0,138.0,https://t.co/XewWBEdbtB,https://twitter.com/ygent_official/status/1476931196747616278,twitter.com/ygent_official…,,,,,,,,,,,,,,,,,
1476931398422646787,1466911555.0,"@lovengeance Sihir djjal hmpir menguasai penddk dunia, kcli bgi yg pnya akal budi &amp; hati yg brsih, bgtu terhpnotis ny sm sihir Dajjal..... smpi2 di zholim i tpi ngg mrsa di zholim i, jdi bdak  dajjal tpi ngga mrsa diprbudak, bhkn dg snang hati mnyerahkan dri jd tumbal nya",2021-12-31T15:01:00.000Z,1344297588942467072,1,1,6,0,1.4768698085870346e+18,replied_to,,,,,,0.0,12.0,lovengeance,1466911555.0,,,,,,,,,,,,,
1476926999570518017,1.1899600861704356e+18,"@TofaTofa_id halaah,penjelasanya mbulet ,ngajak ke spirit nusantara tp yg dibikin g ada gambaran nusantaranya,bahkan namanya dah jls ada jalur suteranya,projek ambisi cina tuk menguasai dunia...mending kl yg mau kenusantaraan kan bs garuda,cendrawasih,gamelan traditional,rumah adat dll,caper",2021-12-31T14:43:31.000Z,947782642463752193,0,0,4,0,1.4768888862949704e+18,replied_to,,,,,,0.0,12.0,TofaTofa_id,1.1899600861704356e+18,,,,,,,,,,,,,
1476926062646886404,496968406.0,@stafsuscolonial iya sejarah versi dunia malah menunjukan Sriwijaya yang menguasai Indonesia bagian barat termasuk pulau Jawa kecuali Madura dan Bali sebab Kerajaan Pasundan dan Galuh sama sama Wangsa Syailendra,2021-12-31T14:39:47.000Z,439657499,3,2,5,0,1.476916133156438e+18,replied_to,,,,,,0.0,16.0,stafsuscolonial,496968406.0,,,,,,,,,,,,,
1476925163534905347,1430852947.0,"@Budisetiawawan1 @teh_tjemplung Menurut saya Bangsa2 yg menguasai sepak bola Dunia bukan dari Bangsa2 yg berpenduduk besar scr Kuantitas spt China, Rusia, India, Amerika &amp; Indonesia, tetapi justru lebih banyak oleh Bangsa2 berpenduduk kecil seperti Jerman, Italy, Inggris, Belanda, Jepang, Korea.",2021-12-31T14:36:13.000Z,1328875101366804482,0,1,1,0,1.476866506017284e+18,replied_to,,,,,,17.0,31.0,teh_tjemplung,2431659727.0,,,,,,,,,,,,,
1476924180285181953,,lumba lumba tuh pinterrrrr tapi knp mereka gak menguasai dunia,2021-12-31T14:32:19.000Z,1465144732414218241,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1476913880366419971,,"Wah, Lintas universitas😭 emang ya SuperTuna effect udah menyebar kemana2 menguasai dunia😭🔥 https://t.co/LMkRQtPh5X",2021-12-31T13:51:23.000Z,1892041410,0,0,0,0,1.4768850600243528e+18,quoted,91.0,114.0,https://t.co/LMkRQtPh5X,https://twitter.com/seokjin_india_/status/1476885060024352771,twitter.com/seokjin_india_…,,,,,,,,,,,,,,,,,
1476911260348284929,,"Kehancuran dunia sebenar adalah sifat rakusnya manusia ingin memiliki dan menguasai.

Maka tercetuslah hari kiamat ...",2021-12-31T13:40:58.000Z,1091048577940389889,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476908518162661378,1.2678830674036777e+18,@riujzin Iyh betul sekali aku ingin menguasai dunia biar harga telor trunn 😢,2021-12-31T13:30:05.000Z,1393182910564356096,0,1,0,0,1.476803726186668e+18,replied_to,,,,,,0.0,8.0,riujzin,1.2678830674036777e+18,,,,,,,,,,,,,
1476891469671968771,,"mungkin dengan UANG anda bisa menguasai dunia, tapi dengan ILMU anda  bisa mengubah dunia",2021-12-31T12:22:20.000Z,591400877,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476891348661796866,,anjai aras menguasai dunia https://t.co/AEov56Ed09,2021-12-31T12:21:51.000Z,938421932931743745,0,0,0,0,1.476890570597417e+18,quoted,27.0,50.0,https://t.co/AEov56Ed09,https://twitter.com/Heesgenu/status/1476890570597416960,twitter.com/Heesgenu/statu…,,,,,,,,,,,,,,,,,
1476890974718623747,1.439483531621638e+18,@onyourjaeee jadi orang kaya yang menguasai dunia,2021-12-31T12:20:22.000Z,1448595581102800896,0,0,0,0,1.4768903373437747e+18,replied_to,,,,,,0.0,12.0,onyourjaeee,1.439483531621638e+18,,,,,,,,,,,,,
1476890595700273154,,"WKWK ini salah satu org yg percaya dongeng ""majapahit menguasai sepertiga dunia"" 🤪 https://t.co/MPPr74VfVp",2021-12-31T12:18:51.000Z,264545020,1,3,9,1,,,83.0,106.0,https://t.co/MPPr74VfVp,https://twitter.com/ciroooo17/status/1476890595700273154/photo/1,pic.twitter.com/MPPr74VfVp,,,,,,,,,,,,,,,,,
1476887486408183812,1482552098.0,@ZOO_FESS Para koceng makin berani menunjukkan eksistensinya demi misi menguasai dunia,2021-12-31T12:06:30.000Z,1623171302,0,0,1,0,1.476880842618065e+18,replied_to,,,,,,0.0,9.0,ZOO_FESS,1482552098.0,,,,,,,,,,,,,
1476884643513511936,,wkwkwkkw Hoshi mimpinya menguasai dunia,2021-12-31T11:55:12.000Z,67202504,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476884435798609923,1.4164253064836588e+18,"@jongsehong Macan, adalah seekor hewan buas penguasa hutan dan sering disebut sebagai raja hutan. 98z, adalah representasi dari macan dalam wujud manusia yang akan menguasai dunia. Jangan lupa saksikan kami dalam upaya menguasai dunia, malam ini. RAWR 🦁",2021-12-31T11:54:23.000Z,899112786,0,1,1,0,1.4768815011615416e+18,replied_to,,,,,,0.0,11.0,jongsehong,1.4164253064836588e+18,,,,,,,,,,,,,
1476882414588751872,,gue doain si hosi menguasai dunia pake horanghe autotune,2021-12-31T11:46:21.000Z,1454875928,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476876784679350272,1482552098.0,@ZOO_FESS Lagi rapat cara menguasai dunia neh https://t.co/yzUU6st9Eh,2021-12-31T11:23:59.000Z,389824378,0,0,1,0,1.476821887858602e+18,replied_to,46.0,69.0,https://t.co/yzUU6st9Eh,https://twitter.com/afnanafnu/status/1476876784679350272/photo/1,pic.twitter.com/yzUU6st9Eh,0.0,9.0,ZOO_FESS,1482552098.0,,,,,,,,,,,,,
1476876743990382593,,Point cafe menguasai dunia nih lama2 hehehehe https://t.co/oiCFDkMdwU,2021-12-31T11:23:49.000Z,178985789,0,0,0,0,1.4765043566357832e+18,quoted,46.0,69.0,https://t.co/oiCFDkMdwU,https://twitter.com/tanganbelang_tb/status/1476504356635783168,twitter.com/tanganbelang_t…,,,,,,,,,,,,,,,,,
1476873530272669696,,Ijojo dan teman temannya serta rencananya menguasai dunia 2022. https://t.co/ciIZyBXMza,2021-12-31T11:11:03.000Z,105745657,0,0,0,0,,,64.0,87.0,https://t.co/ciIZyBXMza,https://twitter.com/ssasauki/status/1476873530272669696/photo/1,pic.twitter.com/ciIZyBXMza,,,,,,,,,,,,,,,,,
1476872024681156609,,SEMOGA TAHUN 2022 AKU BISA MENGUASAI DUNIA!!!,2021-12-31T11:05:04.000Z,1205421491552059392,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,
1476871435041665027,,"Dear 2022, please treat Huang Renjun warmly and kindly. Biarin dia pulang kampung walau sebentar, jaga kesehatannya, kelilingi dia dengan hal-hal baik, bantu dia mengeksplor dunia dan menjadi pribadi yang lebih baik ke depannya. Jangan sampai kesedihan menguasai dia tahun depan🙏🏻 https://t.co/oHFvY1OB9t",2021-12-31T11:02:43.000Z,1094510264441921537,0,0,0,0,1.476869491854246e+18,quoted,281.0,304.0,https://t.co/oHFvY1OB9t,https://twitter.com/renjunbase/status/1476869491854245888,twitter.com/renjunbase/sta…,,,,,,,,,,,,,,,,,
1476866963854946306,1.3569119702349824e+18,"@thranduilelve @prince_Azhim123 @Dennysiregar7 Zaman Umar bin Khattab RA. Islam sudah menguasai 1/2 dunia. hehe...stucknya dimana??dipikir dgn akal sehat yah? Siapakah Umar??seorg sahabat dan Khalifah yg ditakutin semua musuh²nya. Ulama² skrg blum ada apa² nya bung, baru HRS&amp;HBS ini. Shrsnya bersyukur ngga ketemu Umar hehe",2021-12-31T10:44:57.000Z,1284429814858805248,0,1,0,0,1.4768310703308431e+18,replied_to,,,,,,32.0,46.0,Dennysiregar7,4780649298.0,,,,,,,,,,,,,
1476850395473268736,,sumpah ini mbc mau menguasai dunia kah https://t.co/XqK0KWYjCb,2021-12-31T09:39:07.000Z,1188386884893855745,0,0,0,0,,,39.0,62.0,https://t.co/XqK0KWYjCb,https://twitter.com/hyunjuyie/status/1476850395473268736/photo/1,pic.twitter.com/XqK0KWYjCb,,,,,,,,,,,,,,,,,
1476844689777053697,364161047.0,"@kittenyans Ternyata yg dikerjain sama si eric tipe tipe selebtwit yg suka bikin thread ""bagaimana menguasai excel untuk dunia pekerjaan"" WKWKKWKWKWKWK. Habis itu eric berubah pikiran abis liat linkedinnya kakak.  ""gajadi deh nu, gue siap mengarungi rumah tangga sama dia""",2021-12-31T09:16:27.000Z,1001545184,0,1,0,0,1.476843922789847e+18,replied_to,,,,,,0.0,11.0,kittenyans,364161047.0,,,,,,,,,,,,,
1476843054011416584,,apa ada wanita yang tidak ingin menguasai uang kita? – Di dunia ini? tidak ada! Titik! Tidak ada!,2021-12-31T09:09:57.000Z,2277027488,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476835070249824257,,APAKAH INI BUKTI BAHWA SETAN MENGUASAI DUNIA? https://t.co/F3a9AeHBNN,2021-12-31T08:38:13.000Z,864023791822716928,0,0,0,0,1.4768349629429228e+18,quoted,46.0,69.0,https://t.co/F3a9AeHBNN,https://twitter.com/weYaudahlah/status/1476834962942922752,twitter.com/weYaudahlah/st…,,,,,,,,,,,,,,,,,
1476834105174093829,,"infp ni ada potensi untuk menguasai dunia, tidak bs dibiarkan.",2021-12-31T08:34:23.000Z,1312622372,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476809769654513665,1.4286764583024927e+18,@cobeh2021 Gak ada yg mau mengakui pdhl jelas ya dan terang benderang semuanya Silk Road itu strategi China menguasai dunia....ngunu wae koq angel temen yaa,2021-12-31T06:57:41.000Z,3222103262,1,1,5,0,1.4768041906849382e+18,replied_to,,,,,,0.0,10.0,cobeh2021,1.4286764583024927e+18,,,,,,,,,,,,,
1476809687987220481,1346527370.0,@Yosanbubblegum Menguasai dunia,2021-12-31T06:57:22.000Z,2215427646,0,1,0,0,1.4767777949944668e+18,replied_to,,,,,,0.0,15.0,Yosanbubblegum,1346527370.0,,,,,,,,,,,,,
1476807577501458434,1682755908.0,@firefair_ hehe amiin! trisam: sambut sambil sambat (astagfirullah) let's go 2022 kita bisa menguasai dunia https://t.co/jswfeWF1nH,2021-12-31T06:48:58.000Z,1209685398961545216,0,1,0,0,1.4768024307382026e+18,replied_to,108.0,131.0,https://t.co/jswfeWF1nH,https://twitter.com/fatmeows/status/1476807577501458434/photo/1,pic.twitter.com/jswfeWF1nH,0.0,10.0,firefair_,1682755908.0,,,,,,,,,,,,,
1476803726186668032,1.393182910564356e+18,@Janelaruby okeh visi misi kita menguasai dunia ini mau gak?,2021-12-31T06:33:40.000Z,1267883067403677697,0,1,0,0,1.476572187603583e+18,replied_to,,,,,,0.0,11.0,Janelaruby,1.393182910564356e+18,,,,,,,,,,,,,
1476794226968981507,,chenle!! abis itu kita bikin geng 01 menguasai dunia https://t.co/3wNh0l29rS,2021-12-31T05:55:55.000Z,1300781911409717250,0,0,0,0,1.476789798312448e+18,quoted,53.0,76.0,https://t.co/3wNh0l29rS,https://twitter.com/suhpremacist_/status/1476789798312448000,twitter.com/suhpremacist_/…,,,,,,,,,,,,,,,,,
1476787333676470273,,"Indonesia Kaya dan Hebat!!!
Yang akan menguasai Dunia, Rekayasa dan Teknologi Baterai, Pengembangan neuroscience, nanotechnologi, Drone Cargo, Drone messenger, drone laut, 
...
...
...
...
...
...
...
...
...
...
...
...
Drono Kasrino Indro
https://t.co/qnToJo4VAa",2021-12-31T05:28:32.000Z,1331844710957162496,0,0,0,1,,,241.0,264.0,https://t.co/qnToJo4VAa,https://twitter.com/MarizciMenda/status/1405377527002980355/video/1,pic.twitter.com/qnToJo4VAa,,,,,,,,,,,,,,,,,
1476771149602193410,1.180137192456196e+18,@imaojee Akhir tahun gw harus menyusun rencana buat menguasai dunia baru tanpa diketahui pihak luar.,2021-12-31T04:24:13.000Z,1192688168652292098,0,1,1,0,1.476770932798726e+18,replied_to,,,,,,0.0,8.0,imaojee,1.180137192456196e+18,,,,,,,,,,,,,
1476761960188239872,1.3952932025260485e+18,"Keinginan-keinginan itulah yang membuat manusia bisa berlaku serakah, ingin mendapat lebih dan menguasai lebih banyak sumber daya.

Ketika keinginan itu tidak bisa dia penuhi kala itulah muncul anggapan bahwa dunia ini tidak sempurna.",2021-12-31T03:47:42.000Z,1395293202526048256,0,0,0,0,1.476761958665769e+18,replied_to,,,,,,,,,,,,,,,,,,,,,,
1476761344107958281,,"""Hari ini adalah titik balik. Kucing akan menguasai dunia!"" https://t.co/Dorjj2Xx2u",2021-12-31T03:45:15.000Z,72238485,0,0,0,0,1.476682387962491e+18,quoted,60.0,83.0,https://t.co/Dorjj2Xx2u,https://twitter.com/twitkocheng/status/1476682387962490895,twitter.com/twitkocheng/st…,,,,,,,,,,,,,,,,,
1476759418691670017,1.314975287294083e+18,@convomf entp ayo menguasai dunia bareng-bareng MUHAHAHAHA,2021-12-31T03:37:36.000Z,1441047696945528833,0,0,1,1,1.476523480891814e+18,replied_to,,,,,,0.0,8.0,convomf,1.314975287294083e+18,,,,,,,,,,,,,
1476759368334905344,,"""Apa yang akan kita lakukan malam ini, Brain?""

""Sama seperti malam sebelumnya, mencoba menguasai dunia."" https://t.co/yhv1eT9IJp",2021-12-31T03:37:24.000Z,160158203,0,0,1,0,,,106.0,129.0,https://t.co/yhv1eT9IJp,https://twitter.com/hiumacan/status/1476759368334905344/photo/1,pic.twitter.com/yhv1eT9IJp,,,,,,,,,,,,,,,,,
1476753886031474689,452992293.0,"@RamliRizal @sapulebu99 @jokowi Bentuk bumi datar diganti menjadi bulat. Siapa yang menguasai dunia kebohongan, dia akan berada di puncak manipulasi. semakin paham manusia maka akan semakin berada di level bawah.
Semua yang ingin berada di atas harus bisa mengorbankan keimanan. 
#FlatEarth https://t.co/uUrsHBrSwo",2021-12-31T03:15:37.000Z,722442591594110976,0,0,1,0,1.4765503084697518e+18,replied_to,291.0,314.0,https://t.co/uUrsHBrSwo,https://twitter.com/HaddyH4di4h/status/1476753886031474689/photo/1,pic.twitter.com/uUrsHBrSwo,24.0,31.0,jokowi,366987179.0,280.0,290.0,FlatEarth,,,,,,,,,,
1476753356236288001,1.469556579477328e+18,@dhanesrynd Gabisa katanya.. Tujuan tersembunyi mdl kan untuk menguasai dunia,2021-12-31T03:13:31.000Z,1397079750170927104,0,0,0,0,1.476752790466617e+18,replied_to,,,,,,0.0,11.0,dhanesrynd,1.469556579477328e+18,,,,,,,,,,,,,
1476751545483939841,3307578986.0,semoga blackpink menguasai dunia (lagi),2021-12-31T03:06:19.000Z,3307578986,0,0,0,0,1.4767511076699791e+18,replied_to,,,,,,,,,,,,,,,,,,,,,,
1476748867060125698,,Semoga besok (2022) Sungchan tiba tiba menguasai dunia.,2021-12-31T02:55:41.000Z,1622618898,7,2,65,0,,,,,,,,,,,,,,,,,,,,,,,,
1476747514686492674,,Ini cara Pikir Masyarakat Cina bisa Menguasai Dunia! https://t.co/rG2w6Fy71A via @YouTube,2021-12-31T02:50:18.000Z,1227072622380253184,0,0,2,0,,,53.0,76.0,https://t.co/rG2w6Fy71A,https://youtu.be/G-UZ0Esdu8A,youtu.be/G-UZ0Esdu8A,81.0,89.0,YouTube,10228272.0,,,,https://pbs.twimg.com/news_img/1476747514963398657/IpGWS5Ux?format=jpg&name=150x150,150.0,150.0,200.0,Ini cara Pikir Masyarakat Cina bisa Menguasai Dunia!,KIsah Bossman Mardigu jalan - jalan ke Cina,https://www.youtube.com/watch?v=G-UZ0Esdu8A&feature=youtu.be,,,
1476745548405297152,475667063.0,"@Meilansyahriza Dajjal ini sudah menguasai DUNIA. 
Semua Pemerintah dan Politisi yang ingin meraih kesuksesan WAJIB patuh dan menuruti petunjuk dan Perintah mereka.",2021-12-31T02:42:30.000Z,448597712,1,0,2,0,1.4764579599829115e+18,replied_to,,,,,,0.0,15.0,Meilansyahriza,475667063.0,,,,,,,,,,,,,
1476740777807994883,7.977940224293151e+17,Oke ini spek rombongnya oke punya.. kemarim saya robohkan masih kuat dalamnya juga luas bisa buat tidur dan pippup main dan menguasai dunia 😼 https://t.co/08g7mv3wuW,2021-12-31T02:23:32.000Z,797794022429315072,0,1,0,0,1.4765402298718167e+18,replied_to,142.0,165.0,https://t.co/08g7mv3wuW,https://twitter.com/susay_n/status/1476740777807994883/video/1,pic.twitter.com/08g7mv3wuW,,,,,,,,,,,,,,,,,
1476730025495842818,1.3963128376313487e+18,@tbzyongki menguasai dunia sih,2021-12-31T01:40:49.000Z,1447937336851959822,0,1,0,0,1.476729749166649e+18,replied_to,,,,,,,,,,,,,,,,,,,,,,
1476725601432051714,4074220704.0,@Agus_Solikhin_D @geloraco Sudah menguasai seluruh dunia bro 😄😄😄 https://t.co/PeiSM0AAT4,2021-12-31T01:23:14.000Z,1301771033007980544,0,0,0,0,1.4767163178685768e+18,replied_to,65.0,88.0,https://t.co/PeiSM0AAT4,https://twitter.com/Syaiful18532221/status/1476725601432051714/photo/1,pic.twitter.com/PeiSM0AAT4,17.0,26.0,geloraco,3319260420.0,,,,,,,,,,,,,
1476725021728927745,9.866486158997422e+17,@matakudoea @Mbangsetaman Kiamat benar² terjadi jika mereka menguasai dan menjadi mayoritas di dunia. 😤 😬,2021-12-31T01:20:56.000Z,3316865436,0,0,1,0,1.47657808497118e+18,replied_to,,,,,,0.0,11.0,matakudoea,9.866486158997422e+17,,,,,,,,,,,,,
1476723041274982400,1.1899600861704356e+18,@TofaTofa_id Drone ESEMKA akan menguasai dunia 😀😁,2021-12-31T01:13:03.000Z,1338897738155454469,0,0,0,0,1.4767070945060045e+18,replied_to,,,,,,0.0,12.0,TofaTofa_id,1.1899600861704356e+18,,,,,,,,,,,,,
1476709135127253002,1.1042009816742872e+18,"@Been4Q59 COVID-19, OMICRON, hanyalan siasat keji kaum kafir yg ingin menguasai dunia.
Mereka ingkar mengakui adanya Tuhan Yang Maha Pencipta.
✊Lawan kekejian kaum kafir
✊Alloohu Akbar.",2021-12-31T00:17:48.000Z,588116876,1,1,1,0,1.4766972823093617e+18,replied_to,,,,,,0.0,9.0,Been4Q59,1.1042009816742872e+18,,,,,,,,,,,,,
1476684187742928896,,"""Di dunia ini hanya ada 2 jenis orang, yaitu yg mempunyai kekuatan untuk menguasai dan yg dikuasai."" (Jinsuke ~ gamaran)",2021-12-30T22:38:40.000Z,1627461912,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476678550745149442,,"""Di dunia ini hanya ada 2 jenis orang, yaitu yg mempunyai kekuatan untuk menguasai dan yg dikuasai."" (Jinsuke ~ gamaran)",2021-12-30T22:16:16.000Z,1544441509,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476659485267865601,,"""Di dunia ini hanya ada 2 jenis orang, yaitu yg mempunyai kekuatan untuk menguasai dan yg dikuasai."" (Jinsuke ~ gamaran)",2021-12-30T21:00:30.000Z,2279195952,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476632398406115333,1.4124075070126858e+18,@ctyvkook menguasai dunia https://t.co/MKmabCuEVZ,2021-12-30T19:12:52.000Z,1079330909172559873,0,1,0,0,1.4766321545618637e+18,replied_to,26.0,49.0,https://t.co/MKmabCuEVZ,https://twitter.com/kookiezle/status/1476632398406115333/photo/1,pic.twitter.com/MKmabCuEVZ,0.0,9.0,ctyvkook,1.4124075070126858e+18,,,,,,,,,,,,,
1476631655096156161,,apa ada wanita yang tidak ingin menguasai uang kita? – Di dunia ini? tidak ada! Titik! Tidak ada!,2021-12-30T19:09:55.000Z,2277027488,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476625416026656777,,"Ketika Cyworld menguasai dunia. Kami berpose seperti jaman dulu yang diunggah di cyworld. 
Gaya duduk sambil menghadap samping atau arah lain cukup populer pada saat itu. 
Aku banyak tertawa saat segmen inu karena Zizo-nim dan Anna-nim benar-benar berpose seperti itu.

(12/29) https://t.co/OPjGYReity",2021-12-30T18:45:08.000Z,2365479307,0,0,0,0,,,278.0,301.0,https://t.co/OPjGYReity,https://twitter.com/moengji/status/1476625416026656777/photo/1,pic.twitter.com/OPjGYReity,,,,,,,,,,,,,,,,,
1476614469111320585,3249664333.0,"@alvinrio_1501 Dan sbg neg sosialis komunis, rakyat tdk dibiarkan nganggur. Mrk hrs kerja untuk negara. Makanya mrk banyak diikirm ke luar china, sbg wujud dr perjanjian kerja sama china dg negra2 lain, dlm rangka membangn visi besar china menguasai dunia.",2021-12-30T18:01:38.000Z,1342794533512249346,1,0,0,0,1.4766001852958188e+18,replied_to,,,,,,0.0,14.0,alvinrio_1501,3249664333.0,,,,,,,,,,,,,
1476601285554032650,,"kayaknya seru ya kalau buat peta  tentang oligarki di dunia olahraga kita. ""Awalnya mereka mungkin pengen bantu olahraga, tapi pas masuk kayaknya enak juga kalau menguasai ini"" .. agak mirip sama yg terjadi di politik negara sebelah https://t.co/z57qI5LJh2",2021-12-30T17:09:15.000Z,27612336,5,1,9,2,1.4765885140745134e+18,quoted,233.0,256.0,https://t.co/z57qI5LJh2,https://twitter.com/kungtaw_/status/1476588514074513414,twitter.com/kungtaw_/statu…,,,,,,,,,,,,,,,,,
1476595164869058561,1.152437175587242e+18,@sbyfess Menguasai dunia,2021-12-30T16:44:55.000Z,1899612668,0,0,0,0,1.4765866110600684e+18,replied_to,,,,,,0.0,8.0,sbyfess,1.152437175587242e+18,,,,,,,,,,,,,
1476593115519672322,1.3982054403500485e+18,@mavetheia Lagi mikirin cara menguasai dunia.,2021-12-30T16:36:47.000Z,974719101644845056,0,1,0,0,1.4765924831192105e+18,replied_to,,,,,,0.0,10.0,mavetheia,1.3982054403500485e+18,,,,,,,,,,,,,
1476583608244596738,35167068.0,"@ainunnajib Memang jujur saja, yg sering juara dunia sepakbola hanya didominasi oleh Barat. Mengapa ? Tinggi badan, jangkauan larinya, menguasai teknik strategi permainan bagus dan stamina kuat. Empat kriteria ini ada semua di Tim Barat.",2021-12-30T15:59:00.000Z,1902978360,0,1,0,0,1.47634217248392e+18,replied_to,,,,,,0.0,11.0,ainunnajib,35167068.0,,,,,,,,,,,,,
1476573594054377472,1.4337131797632164e+18,@qireveries kita bisa menguasai dunia,2021-12-30T15:19:12.000Z,1431217098609491980,0,0,0,0,1.476573091169849e+18,replied_to,,,,,,,,,,,,,,,,,,,,,,
1476564300445597698,,"im really sorry, if i pernah sakitkan hati someone dengan tweet i. i mintak maaf, i tak niat pun kadang kadang marah tu menguasai diriku #ytjy HAHAHA im sorry, and thankyouu for 3622*bfre ada yang unfollow* yang sudi jadi kawan i sepanjang i active di dunia burung biru ni. Ly! 💚",2021-12-30T14:42:17.000Z,1271471182353625088,0,10,44,0,,,,,,,,,,,,137.0,142.0,ytjy,,,,,,,,,,
1476561117656670208,,Imroatus menguasai dunia,2021-12-30T14:29:38.000Z,1470675191495684097,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1476549255535882245,,introvert sebenarnya bisa menguasai dunia https://t.co/wDc1FKfRUO,2021-12-30T13:42:30.000Z,1174999605915746305,0,0,0,0,1.4765184784376996e+18,quoted,42.0,65.0,https://t.co/wDc1FKfRUO,https://twitter.com/convomf/status/1476518478437699585,twitter.com/convomf/status…,,,,,,,,,,,,,,,,,
1476549158244810752,1.4075112427894252e+18,"@txtfromfreezer_ @deasyaulss Fix itu jokes anak introvert yg sok asyik ingin menguasai dunia hehehe.
Jokes itu gini, tadi gua jalan ngeliat ada ibu² hamil.
Tapi di luar perut ...",2021-12-30T13:42:06.000Z,1401225430359629828,0,1,0,0,1.4765483266065777e+18,replied_to,,,,,,17.0,28.0,deasyaulss,1.2578811228321505e+18,,,,,,,,,,,,,
1476548109966610436,1.2580777201534894e+18,@jaehhyun97 @theartxhe jamet menguasai peradaban dunia https://t.co/FR7VuKiE3p,2021-12-30T13:37:57.000Z,1288895091000528896,0,0,0,0,1.4763893036095447e+18,replied_to,55.0,78.0,https://t.co/FR7VuKiE3p,https://twitter.com/jonnyhseo/status/1476548109966610436/photo/1,pic.twitter.com/FR7VuKiE3p,12.0,22.0,theartxhe,2228383867.0,,,,,,,,,,,,,
1476540651785228290,,"mind reader &amp; controller, karena aku mau menguasai dunia buahahahaha https://t.co/A8FakNY84o",2021-12-30T13:08:18.000Z,1339852116639113216,0,0,0,0,1.4765395650745713e+18,quoted,73.0,96.0,https://t.co/A8FakNY84o,https://twitter.com/tanyakanrl/status/1476539565074571266,twitter.com/tanyakanrl/sta…,,,,,,,,,,,,,,,,,
1476503381204033537,2298876774.0,@meeteuphoria Jupri menguasai dunia😵😵😵😵,2021-12-30T10:40:12.000Z,1469907418175852544,0,1,0,0,1.4765023984702792e+18,replied_to,,,,,,0.0,13.0,meeteuphoria,2298876774.0,,,,,,,,,,,,,
